Time,Temperature_C,Solar_W_m2,Wind_Speed_m_s,Load_kW,Price_CNY_kWh
2024-01-31 00:30:00,1.15,0.0,7.0,8784.844,0.303
2024-01-31 00:45:00,-0.07,0.0,5.5,8549.848,0.296
2024-01-31 01:00:00,-0.75,0.0,4.6,8994.463,0.295
2024-01-31 01:15:00,-1.93,0.0,5.6,9124.095,0.305
2024-01-31 01:30:00,-2.97,0.0,6.7,9475.489,0.305
2024-01-31 01:45:00,-3.46,0.0,8.0,10134.992,0.303
2024-01-31 02:00:00,-4.12,0.0,9.3,10246.452,0.309
2024-01-31 02:15:00,-3.57,0.0,7.3,10444.959,0.305
2024-01-31 02:30:00,-3.43,0.0,4.9,11206.444,0.302
2024-01-31 02:45:00,-2.62,0.0,2.9,11489.508,0.302
2024-01-31 03:00:00,-2.05,0.0,0.9,12065.136,0.301
2024-01-31 03:15:00,-2.36,0.0,0.8,12698.475,0.298
2024-01-31 03:30:00,-1.93,0.0,0.7,12375.084,0.293
2024-01-31 03:45:00,-0.75,0.0,0.6,12880.536,0.29
2024-01-31 04:00:00,-3.33,0.0,0.5,12974.066,0.294
2024-01-31 04:15:00,-1.73,0.0,1.5,12042.655,0.295
2024-01-31 04:30:00,-1.77,0.0,2.4,12229.991,0.298
2024-01-31 04:45:00,-1.31,0.0,3.7,11530.942,0.299
2024-01-31 05:00:00,-0.54,0.0,4.6,10894.875,0.309
2024-01-31 05:15:00,-1.03,0.0,4.8,10250.953,0.303
2024-01-31 05:30:00,-0.09,0.0,5.1,10183.537,0.303
2024-01-31 05:45:00,0.1,0.0,5.2,9998.853,0.307
2024-01-31 06:00:00,0.13,0.0,5.8,8912.061,0.303
2024-01-31 06:15:00,0.44,69.6,5.6,9149.929,0.39
2024-01-31 06:30:00,-0.11,136.6,5.4,9437.102,0.478
2024-01-31 06:45:00,-0.18,214.8,5.7,9423.996,0.548
2024-01-31 07:00:00,-2.11,296.8,5.4,9673.512,0.652
2024-01-31 07:15:00,-1.02,348.1,5.9,9220.489,0.642
2024-01-31 07:30:00,-0.16,456.5,7.4,8860.687,0.643
2024-01-31 07:45:00,0.92,499.0,8.0,8791.421,0.638
2024-01-31 08:00:00,1.16,480.6,8.6,8732.202,0.648
2024-01-31 08:15:00,1.88,670.4,9.3,9219.086,0.648
2024-01-31 08:30:00,3.29,668.8,9.7,9222.257,0.642
2024-01-31 08:45:00,3.92,769.1,9.8,9760.166,0.645
2024-01-31 09:00:00,4.75,828.4,10.5,10631.83,0.65
2024-01-31 09:15:00,4.06,848.1,7.5,10964.427,0.786
2024-01-31 09:30:00,3.81,803.7,5.7,11569.207,0.923
2024-01-31 09:45:00,2.26,878.1,3.4,12039.573,1.079
2024-01-31 10:00:00,2.82,815.2,1.1,12973.524,1.19
2024-01-31 10:15:00,3.75,834.8,2.3,13566.753,1.213
2024-01-31 10:30:00,5.86,932.2,4.0,13888.769,1.212
2024-01-31 10:45:00,6.69,1005.9,5.2,14041.822,1.201
2024-01-31 11:00:00,7.87,1050.3,6.9,14909.175,1.213
2024-01-31 11:15:00,7.17,1145.5,7.5,15110.532,1.21
2024-01-31 11:30:00,5.96,1255.4,8.7,16121.755,1.202
2024-01-31 11:45:00,6.42,1215.7,9.1,17189.931,1.188
2024-01-31 12:00:00,6.27,1247.6,10.0,18533.512,1.198
2024-01-31 12:15:00,5.62,1214.9,10.1,17888.465,1.179
2024-01-31 12:30:00,4.95,1220.7,10.2,18063.732,1.21
2024-01-31 12:45:00,5.31,1254.6,9.5,18154.307,1.186
2024-01-31 13:00:00,5.7,1239.7,10.3,17893.866,1.21
2024-01-31 13:15:00,5.91,1171.6,9.2,17254.458,1.209
2024-01-31 13:30:00,5.6,1063.3,7.6,15895.551,1.206
2024-01-31 13:45:00,6.79,977.5,7.4,15625.632,1.198
2024-01-31 14:00:00,7.49,883.8,6.5,14605.99,1.193
2024-01-31 14:15:00,7.86,928.8,5.6,14200.874,1.051
2024-01-31 14:30:00,8.19,915.7,4.3,13496.227,0.923
2024-01-31 14:45:00,9.86,726.4,3.5,12587.823,0.784
2024-01-31 15:00:00,10.18,866.2,2.3,12603.578,0.655
2024-01-31 15:15:00,8.45,795.1,2.6,12341.685,0.649
2024-01-31 15:30:00,7.87,816.4,3.1,12557.885,0.634
2024-01-31 15:45:00,8.06,800.9,3.4,11917.32,0.657
2024-01-31 16:00:00,6.8,831.2,3.7,12391.07,0.651
2024-01-31 16:15:00,7.6,767.3,4.0,11247.585,0.652
2024-01-31 16:30:00,7.95,630.6,4.8,11238.14,0.656
2024-01-31 16:45:00,7.34,654.9,5.0,10144.199,0.655
2024-01-31 17:00:00,6.09,569.5,5.3,9239.437,0.649
2024-01-31 17:15:00,7.0,497.6,5.6,8995.334,0.79
2024-01-31 17:30:00,5.12,423.9,6.0,8425.921,0.927
2024-01-31 17:45:00,4.86,321.7,6.3,7625.071,1.075
2024-01-31 18:00:00,4.42,251.2,6.9,7308.713,1.206
2024-01-31 18:15:00,4.93,171.9,5.8,7413.352,1.201
2024-01-31 18:30:00,6.5,107.1,5.1,7736.477,1.205
2024-01-31 18:45:00,7.19,57.1,4.3,8269.542,1.196
2024-01-31 19:00:00,7.8,0.0,3.2,9002.919,1.181
2024-01-31 19:15:00,6.09,0.0,5.2,9580.913,1.208
2024-01-31 19:30:00,4.7,0.0,7.0,10012.48,1.183
2024-01-31 19:45:00,3.1,0.0,9.3,11099.429,1.21
2024-01-31 20:00:00,1.16,0.0,11.4,12065.772,1.234
2024-01-31 20:15:00,2.62,0.0,9.9,11351.245,1.05
2024-01-31 20:30:00,2.98,0.0,8.7,10686.586,0.907
2024-01-31 20:45:00,4.32,0.0,7.8,10151.109,0.791
2024-01-31 21:00:00,4.5,0.0,6.4,9600.732,0.638
2024-01-31 21:15:00,5.98,0.0,5.7,8858.06,0.656
2024-01-31 21:30:00,5.83,0.0,5.0,8106.606,0.658
2024-01-31 21:45:00,5.82,0.0,4.7,7571.844,0.655
2024-01-31 22:00:00,6.67,0.0,3.7,6773.559,0.648
2024-01-31 22:15:00,6.12,0.0,4.4,6873.21,0.559
2024-01-31 22:30:00,5.37,0.0,4.5,7048.289,0.474
2024-01-31 22:45:00,4.39,0.0,5.0,7182.468,0.379
2024-01-31 23:00:00,3.15,0.0,5.4,7611.048,0.294
2024-01-31 23:15:00,2.85,0.0,5.9,7606.599,0.299
2024-01-31 23:30:00,2.36,0.0,6.4,7915.64,0.295
2024-01-31 23:45:00,1.66,0.0,6.6,8259.531,0.294
2024-02-01 00:00:00,1.16,0.0,7.3,8688.285,0.292
2024-02-01 00:15:00,-0.7,0.0,6.9,9280.856,0.297
2024-02-01 00:30:00,-1.63,0.0,6.1,8998.318,0.297
2024-02-01 00:45:00,-2.23,0.0,5.5,9283.042,0.302
2024-02-01 01:00:00,-3.43,0.0,5.2,9496.632,0.301
2024-02-01 01:15:00,-2.89,0.0,5.7,9354.329,0.301
2024-02-01 01:30:00,-4.25,0.0,6.2,10380.569,0.301
2024-02-01 01:45:00,-4.41,0.0,6.8,9742.013,0.297
2024-02-01 02:00:00,-4.47,0.0,7.7,10371.006,0.299
2024-02-01 02:15:00,-3.85,0.0,6.9,10529.188,0.299
2024-02-01 02:30:00,-1.54,0.0,6.0,10912.283,0.293
2024-02-01 02:45:00,-0.18,0.0,5.4,11215.64,0.292
2024-02-01 03:00:00,1.47,0.0,4.6,11177.559,0.295
2024-02-01 03:15:00,1.16,0.0,4.4,11504.998,0.296
2024-02-01 03:30:00,0.26,0.0,3.7,11255.584,0.297
2024-02-01 03:45:00,-1.03,0.0,3.4,11631.485,0.301
2024-02-01 04:00:00,-2.06,0.0,2.9,12017.817,0.297
2024-02-01 04:15:00,-1.34,0.0,3.2,11508.429,0.299
2024-02-01 04:30:00,-1.24,0.0,2.7,10916.117,0.298
2024-02-01 04:45:00,-0.57,0.0,2.8,11407.098,0.292
2024-02-01 05:00:00,-1.16,0.0,2.8,10365.71,0.294
2024-02-01 05:15:00,0.81,0.0,2.8,10095.715,0.299
2024-02-01 05:30:00,0.35,0.0,2.8,9738.697,0.301
2024-02-01 05:45:00,1.2,0.0,2.9,8915.488,0.308
2024-02-01 06:00:00,1.82,0.0,3.0,8234.513,0.311
2024-02-01 06:15:00,0.92,74.1,3.4,8617.236,0.393
2024-02-01 06:30:00,1.39,143.4,3.7,8254.382,0.484
2024-02-01 06:45:00,0.77,228.4,4.2,8255.604,0.578
2024-02-01 07:00:00,0.2,319.8,4.5,8418.127,0.656
2024-02-01 07:15:00,1.54,372.1,4.4,8405.568,0.658
2024-02-01 07:30:00,1.62,453.1,4.7,7778.562,0.646
2024-02-01 07:45:00,3.74,529.2,4.6,7702.061,0.645
2024-02-01 08:00:00,4.72,569.8,4.8,7091.953,0.646
2024-02-01 08:15:00,4.49,557.0,4.8,8129.187,0.646
2024-02-01 08:30:00,2.88,648.4,4.4,9100.61,0.653
2024-02-01 08:45:00,3.55,671.7,4.4,9711.396,0.658
2024-02-01 09:00:00,4.35,691.4,4.3,10957.427,0.652
2024-02-01 09:15:00,3.75,766.2,4.3,10943.567,0.799
2024-02-01 09:30:00,4.17,963.3,4.7,11293.396,0.927
2024-02-01 09:45:00,5.28,918.8,4.7,11963.619,1.039
2024-02-01 10:00:00,5.22,1067.4,5.1,13013.42,1.189
2024-02-01 10:15:00,5.59,1009.8,5.7,12895.373,1.224
2024-02-01 10:30:00,6.58,1074.8,6.1,13922.251,1.2
2024-02-01 10:45:00,7.06,1051.2,6.3,14772.844,1.174
2024-02-01 11:00:00,7.07,1139.0,7.6,15908.084,1.167
2024-02-01 11:15:00,6.2,946.7,6.6,16090.54,1.187
2024-02-01 11:30:00,6.99,670.1,6.3,16838.017,1.205
2024-02-01 11:45:00,6.51,466.6,5.9,17305.586,1.199
2024-02-01 12:00:00,6.46,277.3,5.2,18032.935,1.223
2024-02-01 12:15:00,5.88,436.7,5.8,17752.503,1.182
2024-02-01 12:30:00,7.4,594.3,6.3,17575.299,1.19
2024-02-01 12:45:00,7.55,784.9,6.9,17169.823,1.219
2024-02-01 13:00:00,8.82,1017.4,7.9,17629.56,1.193
2024-02-01 13:15:00,9.65,1075.0,7.4,16243.472,1.205
2024-02-01 13:30:00,10.84,1138.1,7.2,15527.14,1.193
2024-02-01 13:45:00,12.64,1126.6,7.7,15107.021,1.193
2024-02-01 14:00:00,13.75,1188.5,7.9,13723.646,1.203
2024-02-01 14:15:00,12.73,937.6,7.9,14249.102,1.065
2024-02-01 14:30:00,11.04,715.4,6.8,13084.75,0.909
2024-02-01 14:45:00,10.84,428.4,6.6,13063.67,0.779
2024-02-01 15:00:00,9.88,203.6,6.4,12849.073,0.645
2024-02-01 15:15:00,8.64,389.2,5.7,12253.93,0.652
2024-02-01 15:30:00,7.58,515.0,4.7,12074.549,0.642
2024-02-01 15:45:00,7.13,651.2,4.0,12219.936,0.646
2024-02-01 16:00:00,6.19,848.9,3.1,11476.612,0.65
2024-02-01 16:15:00,6.78,760.6,3.2,11077.929,0.65
2024-02-01 16:30:00,8.77,674.3,3.5,9882.678,0.646
2024-02-01 16:45:00,8.23,608.2,3.6,9146.698,0.644
2024-02-01 17:00:00,10.28,551.4,4.2,8092.49,0.655
2024-02-01 17:15:00,7.8,477.0,3.9,8166.629,0.785
2024-02-01 17:30:00,7.31,424.8,4.6,8482.902,0.941
2024-02-01 17:45:00,5.81,405.1,4.9,8315.282,1.045
2024-02-01 18:00:00,3.07,291.2,5.1,8087.865,1.196
2024-02-01 18:15:00,4.83,202.6,4.9,8357.911,1.207
2024-02-01 18:30:00,5.09,154.3,4.7,8626.171,1.203
2024-02-01 18:45:00,6.05,70.0,4.5,8684.095,1.206
2024-02-01 19:00:00,7.53,0.0,4.1,9509.867,1.239
2024-02-01 19:15:00,7.22,0.0,3.7,9669.087,1.204
2024-02-01 19:30:00,6.46,0.0,4.0,9679.057,1.195
2024-02-01 19:45:00,6.0,0.0,4.4,10280.418,1.207
2024-02-01 20:00:00,5.42,0.0,3.9,10222.505,1.193
2024-02-01 20:15:00,6.17,0.0,5.4,10093.523,1.057
2024-02-01 20:30:00,5.71,0.0,6.9,9924.39,0.92
2024-02-01 20:45:00,5.31,0.0,7.5,9843.601,0.794
2024-02-01 21:00:00,5.74,0.0,9.8,9608.159,0.643
2024-02-01 21:15:00,3.05,0.0,8.0,9300.288,0.642
2024-02-01 21:30:00,2.98,0.0,6.3,9045.206,0.642
2024-02-01 21:45:00,1.19,0.0,4.7,8770.431,0.655
2024-02-01 22:00:00,0.12,0.0,3.2,8611.863,0.648
2024-02-01 22:15:00,-0.19,0.0,3.6,8619.635,0.564
2024-02-01 22:30:00,0.88,0.0,3.9,8474.4,0.469
2024-02-01 22:45:00,0.84,0.0,4.2,8350.281,0.391
2024-02-01 23:00:00,0.67,0.0,4.7,8587.871,0.304
2024-02-01 23:15:00,0.9,0.0,4.0,8607.65,0.298
2024-02-01 23:30:00,0.42,0.0,3.6,8578.689,0.297
2024-02-01 23:45:00,-0.53,0.0,3.4,9108.43,0.289
2024-02-02 00:00:00,-0.95,0.0,3.0,9526.574,0.287
2024-02-02 00:15:00,-0.09,0.0,2.5,9160.19,0.287
2024-02-02 00:30:00,-0.96,0.0,2.0,8910.037,0.293
2024-02-02 00:45:00,0.68,0.0,1.4,8938.708,0.295
2024-02-02 01:00:00,-0.41,0.0,0.9,8770.18,0.297
2024-02-02 01:15:00,-0.19,0.0,2.1,8782.166,0.303
2024-02-02 01:30:00,-0.91,0.0,3.4,8865.651,0.301
2024-02-02 01:45:00,-0.78,0.0,4.9,9016.501,0.306
2024-02-02 02:00:00,-1.13,0.0,5.9,9311.595,0.305
2024-02-02 02:15:00,-1.58,0.0,4.8,9971.281,0.302
2024-02-02 02:30:00,-1.36,0.0,3.5,10493.096,0.296
2024-02-02 02:45:00,-4.15,0.0,2.4,11093.6,0.294
2024-02-02 03:00:00,-3.3,0.0,1.4,12103.364,0.291
2024-02-02 03:15:00,-2.93,0.0,1.7,12109.389,0.297
2024-02-02 03:30:00,-2.74,0.0,2.2,12174.366,0.29
2024-02-02 03:45:00,-3.47,0.0,2.8,12399.972,0.304
2024-02-02 04:00:00,-4.05,0.0,3.2,13004.942,0.297
2024-02-02 04:15:00,-3.13,0.0,3.1,12569.632,0.293
2024-02-02 04:30:00,-2.58,0.0,3.3,11984.993,0.307
2024-02-02 04:45:00,-2.61,0.0,3.2,11983.57,0.308
2024-02-02 05:00:00,-1.51,0.0,3.3,11611.642,0.309
2024-02-02 05:15:00,-3.57,0.0,3.2,11200.32,0.302
2024-02-02 05:30:00,-2.48,0.0,3.5,10593.543,0.301
2024-02-02 05:45:00,-3.39,0.0,3.7,10439.069,0.301
2024-02-02 06:00:00,-3.45,0.0,3.7,9712.996,0.296
2024-02-02 06:15:00,-2.58,58.8,3.3,9549.847,0.378
2024-02-02 06:30:00,-2.47,117.8,2.9,9269.468,0.467
2024-02-02 06:45:00,-1.01,170.5,2.5,9081.477,0.561
2024-02-02 07:00:00,0.63,240.3,2.1,8727.422,0.661
2024-02-02 07:15:00,1.77,343.1,3.2,9018.268,0.646
2024-02-02 07:30:00,2.49,395.8,4.4,8537.085,0.654
2024-02-02 07:45:00,2.73,503.8,5.8,7964.184,0.656
2024-02-02 08:00:00,2.67,592.8,7.0,8010.879,0.653
2024-02-02 08:15:00,4.47,653.8,5.8,7985.228,0.658
2024-02-02 08:30:00,5.04,704.0,4.8,8153.081,0.659
2024-02-02 08:45:00,6.5,762.8,4.3,8673.416,0.66
2024-02-02 09:00:00,6.57,831.1,3.1,8175.073,0.657
2024-02-02 09:15:00,6.87,873.2,4.1,9316.868,0.781
2024-02-02 09:30:00,7.22,993.4,4.8,9571.985,0.925
2024-02-02 09:45:00,8.41,1023.0,5.5,10751.371,1.075
2024-02-02 10:00:00,8.47,1028.0,6.4,11513.293,1.176
2024-02-02 10:15:00,7.55,819.0,6.0,12863.527,1.213
2024-02-02 10:30:00,4.94,631.5,5.3,13885.519,1.223
2024-02-02 10:45:00,5.0,389.7,4.9,14927.711,1.202
2024-02-02 11:00:00,3.24,214.1,4.6,16100.124,1.223
2024-02-02 11:15:00,4.1,485.1,5.1,16642.143,1.218
2024-02-02 11:30:00,6.1,741.7,5.6,16609.579,1.201
2024-02-02 11:45:00,7.68,945.5,6.4,17949.462,1.213
2024-02-02 12:00:00,8.92,1206.7,6.7,17633.526,1.179
2024-02-02 12:15:00,8.08,946.2,6.1,17804.136,1.195
2024-02-02 12:30:00,6.28,739.4,5.2,17550.284,1.207
2024-02-02 12:45:00,5.31,437.0,4.2,17790.034,1.195
2024-02-02 13:00:00,3.95,254.0,3.5,17567.283,1.202
2024-02-02 13:15:00,4.52,438.5,4.3,16659.075,1.2
2024-02-02 13:30:00,6.25,565.9,5.2,16062.132,1.203
2024-02-02 13:45:00,7.06,750.4,6.8,15719.884,1.197
2024-02-02 14:00:00,7.6,874.5,7.4,14716.656,1.169
2024-02-02 14:15:00,7.87,899.5,7.1,14577.157,1.04
2024-02-02 14:30:00,8.6,982.3,6.2,13956.32,0.902
2024-02-02 14:45:00,8.62,1028.2,6.1,12878.512,0.785
2024-02-02 15:00:00,9.71,1024.4,5.3,13008.207,0.652
2024-02-02 15:15:00,8.94,974.9,6.1,12525.834,0.642
2024-02-02 15:30:00,8.6,881.5,7.1,12588.386,0.654
2024-02-02 15:45:00,7.79,857.2,7.4,11376.034,0.647
2024-02-02 16:00:00,7.59,819.3,8.1,11729.244,0.668
2024-02-02 16:15:00,5.34,734.0,9.0,10943.858,0.65
2024-02-02 16:30:00,4.3,666.7,9.9,11209.669,0.645
2024-02-02 16:45:00,3.03,676.1,11.0,10587.563,0.661
2024-02-02 17:00:00,1.3,604.9,11.8,10609.063,0.637
2024-02-02 17:15:00,2.79,470.7,9.5,10171.062,0.779
2024-02-02 17:30:00,2.32,464.8,6.6,9208.549,0.927
2024-02-02 17:45:00,4.3,355.2,3.8,8359.384,1.052
2024-02-02 18:00:00,4.06,292.4,1.1,7679.917,1.197
2024-02-02 18:15:00,4.22,198.2,3.3,8105.194,1.208
2024-02-02 18:30:00,4.26,145.7,5.4,8777.368,1.181
2024-02-02 18:45:00,4.03,80.0,7.5,9168.723,1.2
2024-02-02 19:00:00,4.36,0.0,9.9,9632.074,1.194
2024-02-02 19:15:00,3.31,0.0,8.6,9674.757,1.19
2024-02-02 19:30:00,2.86,0.0,8.2,10501.586,1.185
2024-02-02 19:45:00,2.19,0.0,7.7,10408.837,1.209
2024-02-02 20:00:00,1.28,0.0,7.3,10801.735,1.198
2024-02-02 20:15:00,3.19,0.0,7.8,10592.226,1.081
2024-02-02 20:30:00,4.06,0.0,9.0,9925.417,0.897
2024-02-02 20:45:00,4.31,0.0,9.9,9573.016,0.764
2024-02-02 21:00:00,5.1,0.0,10.6,9803.367,0.641
2024-02-02 21:15:00,5.7,0.0,9.9,8729.67,0.647
2024-02-02 21:30:00,6.15,0.0,9.5,8119.198,0.644
2024-02-02 21:45:00,7.01,0.0,9.2,7082.741,0.646
2024-02-02 22:00:00,7.68,0.0,8.9,6619.238,0.645
2024-02-02 22:15:00,5.77,0.0,8.5,7225.44,0.557
2024-02-02 22:30:00,3.48,0.0,7.8,7909.987,0.469
2024-02-02 22:45:00,2.01,0.0,7.1,8449.686,0.39
2024-02-02 23:00:00,-0.47,0.0,6.6,8864.527,0.299
2024-02-02 23:15:00,-0.59,0.0,5.9,8565.696,0.303
2024-02-02 23:30:00,0.55,0.0,4.9,8357.493,0.3
2024-02-02 23:45:00,-0.11,0.0,4.3,8721.688,0.308
2024-02-03 00:00:00,0.5,0.0,3.7,8766.056,0.299
2024-02-03 00:15:00,-0.17,0.0,4.9,8795.95,0.304
2024-02-03 00:30:00,-1.55,0.0,6.7,9383.138,0.303
2024-02-03 00:45:00,-1.79,0.0,8.2,9579.98,0.305
2024-02-03 01:00:00,-3.44,0.0,9.7,9857.484,0.302
2024-02-03 01:15:00,-2.27,0.0,8.6,9633.965,0.306
2024-02-03 01:30:00,-1.33,0.0,8.0,8795.61,0.302
2024-02-03 01:45:00,-1.85,0.0,8.0,8548.949,0.301
2024-02-03 02:00:00,0.19,0.0,6.7,8610.383,0.297
2024-02-03 02:15:00,-0.64,0.0,6.6,9234.379,0.298
2024-02-03 02:30:00,-1.06,0.0,6.2,10600.898,0.294
2024-02-03 02:45:00,-1.04,0.0,5.8,11155.871,0.289
2024-02-03 03:00:00,-1.43,0.0,5.2,12152.969,0.284
2024-02-03 03:15:00,-1.63,0.0,4.4,12326.993,0.296
2024-02-03 03:30:00,-0.98,0.0,4.2,12136.397,0.295
2024-02-03 03:45:00,-0.41,0.0,4.0,12402.035,0.31
2024-02-03 04:00:00,-0.39,0.0,3.5,11869.439,0.306
2024-02-03 04:15:00,0.13,0.0,4.3,11927.636,0.311
2024-02-03 04:30:00,1.18,0.0,5.8,11342.444,0.307
2024-02-03 04:45:00,0.86,0.0,7.1,10991.979,0.304
2024-02-03 05:00:00,0.71,0.0,8.5,10536.221,0.307
2024-02-03 05:15:00,0.59,0.0,7.3,10701.854,0.303
2024-02-03 05:30:00,-0.35,0.0,6.2,9986.251,0.298
2024-02-03 05:45:00,-0.9,0.0,5.3,9388.243,0.296
2024-02-03 06:00:00,-1.35,0.0,4.2,9433.194,0.292
2024-02-03 06:15:00,0.49,56.5,4.2,8500.803,0.381
2024-02-03 06:30:00,1.4,114.1,4.5,8666.683,0.473
2024-02-03 06:45:00,2.58,164.7,4.5,8013.951,0.553
2024-02-03 07:00:00,4.14,221.1,4.4,7718.702,0.654
2024-02-03 07:15:00,3.38,317.7,4.6,7446.282,0.657
2024-02-03 07:30:00,3.02,353.3,4.1,7618.495,0.66
2024-02-03 07:45:00,2.29,473.8,4.2,7615.943,0.65
2024-02-03 08:00:00,2.28,561.6,4.1,7892.405,0.658
2024-02-03 08:15:00,2.12,628.9,3.8,8198.475,0.644
2024-02-03 08:30:00,2.53,692.5,3.5,8848.386,0.645
2024-02-03 08:45:00,3.56,763.5,3.3,9711.236,0.645
2024-02-03 09:00:00,3.55,777.9,2.8,9912.421,0.635
2024-02-03 09:15:00,3.19,862.1,3.6,10647.242,0.792
2024-02-03 09:30:00,4.35,840.3,4.3,11204.084,0.908
2024-02-03 09:45:00,3.63,977.2,4.6,11747.151,1.058
2024-02-03 10:00:00,3.51,961.6,5.1,12373.233,1.185
2024-02-03 10:15:00,3.5,1018.2,5.9,13581.124,1.215
2024-02-03 10:30:00,5.38,1032.5,6.0,14033.977,1.197
2024-02-03 10:45:00,5.97,1114.7,6.6,14728.142,1.202
2024-02-03 11:00:00,6.74,1185.5,7.0,16079.535,1.194
2024-02-03 11:15:00,6.41,1185.7,6.8,16613.713,1.193
2024-02-03 11:30:00,5.65,1194.6,6.9,17308.283,1.215
2024-02-03 11:45:00,4.79,1154.8,6.9,18552.079,1.202
2024-02-03 12:00:00,3.64,1123.3,7.0,19541.068,1.187
2024-02-03 12:15:00,4.38,1252.7,7.4,19734.391,1.177
2024-02-03 12:30:00,4.88,1100.0,8.1,19344.273,1.203
2024-02-03 12:45:00,5.0,1224.5,9.0,18480.62,1.182
2024-02-03 13:00:00,5.6,1163.4,10.5,18468.832,1.203
2024-02-03 13:15:00,5.98,1004.6,10.3,16729.637,1.178
2024-02-03 13:30:00,7.87,1060.4,10.8,15957.953,1.197
2024-02-03 13:45:00,9.99,969.9,9.6,14761.874,1.199
2024-02-03 14:00:00,10.89,928.1,9.3,14185.588,1.211
2024-02-03 14:15:00,10.95,770.4,8.2,14079.974,1.068
2024-02-03 14:30:00,10.31,497.2,8.0,13600.584,0.936
2024-02-03 14:45:00,9.37,384.9,7.3,13117.865,0.788
2024-02-03 15:00:00,9.07,206.0,6.2,13461.216,0.64
2024-02-03 15:15:00,8.91,339.9,5.0,12695.131,0.638
2024-02-03 15:30:00,7.6,545.6,3.9,12692.295,0.661
2024-02-03 15:45:00,8.35,652.6,2.9,11465.811,0.654
2024-02-03 16:00:00,8.01,886.7,1.7,11162.58,0.648
2024-02-03 16:15:00,7.53,762.0,2.6,11241.299,0.642
2024-02-03 16:30:00,8.85,676.7,3.4,10415.755,0.65
2024-02-03 16:45:00,8.28,687.3,4.7,9656.447,0.656
2024-02-03 17:00:00,8.75,544.4,5.5,9098.948,0.645
2024-02-03 17:15:00,8.06,513.1,5.9,8476.324,0.797
2024-02-03 17:30:00,7.45,394.4,6.0,7886.745,0.935
2024-02-03 17:45:00,6.8,300.4,6.9,7401.627,1.071
2024-02-03 18:00:00,6.22,227.5,7.4,7240.503,1.182
2024-02-03 18:15:00,6.02,177.1,7.4,7596.016,1.211
2024-02-03 18:30:00,5.5,111.5,7.8,8021.095,1.207
2024-02-03 18:45:00,6.81,52.4,8.1,8714.001,1.201
2024-02-03 19:00:00,6.44,0.0,8.5,9308.547,1.198
2024-02-03 19:15:00,6.66,0.0,6.9,9438.76,1.193
2024-02-03 19:30:00,6.12,0.0,5.5,9558.821,1.196
2024-02-03 19:45:00,6.03,0.0,3.9,9942.082,1.199
2024-02-03 20:00:00,6.72,0.0,2.4,10407.47,1.206
2024-02-03 20:15:00,5.62,0.0,3.2,10295.524,1.092
2024-02-03 20:30:00,4.03,0.0,4.2,10539.239,0.907
2024-02-03 20:45:00,3.06,0.0,4.8,10598.411,0.781
2024-02-03 21:00:00,2.6,0.0,5.8,10977.093,0.652
2024-02-03 21:15:00,0.99,0.0,6.4,9962.732,0.639
2024-02-03 21:30:00,0.15,0.0,6.9,9991.692,0.643
2024-02-03 21:45:00,0.96,0.0,7.8,8877.274,0.639
2024-02-03 22:00:00,0.09,0.0,8.2,8545.146,0.645
2024-02-03 22:15:00,0.61,0.0,6.8,7894.775,0.551
2024-02-03 22:30:00,1.87,0.0,5.4,7861.466,0.466
2024-02-03 22:45:00,1.91,0.0,4.3,7711.749,0.385
2024-02-03 23:00:00,3.37,0.0,3.1,7705.389,0.298
2024-02-03 23:15:00,2.8,0.0,3.2,7759.868,0.298
2024-02-03 23:30:00,2.28,0.0,3.3,8143.941,0.297
2024-02-03 23:45:00,1.22,0.0,3.2,8525.002,0.299
2024-02-04 00:00:00,1.78,0.0,3.1,8446.415,0.298
2024-02-04 00:15:00,0.9,0.0,3.2,8844.481,0.297
2024-02-04 00:30:00,-1.64,0.0,3.6,8902.334,0.289
2024-02-04 00:45:00,-2.02,0.0,3.5,9464.328,0.295
2024-02-04 01:00:00,-3.25,0.0,4.2,9464.572,0.293
2024-02-04 01:15:00,-0.63,0.0,4.2,9539.14,0.294
2024-02-04 01:30:00,-0.45,0.0,4.8,8787.241,0.294
2024-02-04 01:45:00,0.95,0.0,5.3,8681.69,0.295
2024-02-04 02:00:00,2.29,0.0,5.7,8438.63,0.296
2024-02-04 02:15:00,1.71,0.0,4.9,8822.109,0.291
2024-02-04 02:30:00,1.0,0.0,4.0,9314.885,0.296
2024-02-04 02:45:00,0.47,0.0,3.8,10002.681,0.291
2024-02-04 03:00:00,-1.16,0.0,2.8,11354.882,0.29
2024-02-04 03:15:00,-0.05,0.0,3.9,11443.047,0.295
2024-02-04 03:30:00,-0.94,0.0,4.7,12002.235,0.3
2024-02-04 03:45:00,-0.95,0.0,5.9,12181.302,0.302
2024-02-04 04:00:00,-0.78,0.0,7.2,12902.818,0.305
2024-02-04 04:15:00,-0.59,0.0,6.5,12368.2,0.303
2024-02-04 04:30:00,-1.62,0.0,5.8,11965.966,0.305
2024-02-04 04:45:00,-2.31,0.0,5.4,11307.423,0.303
2024-02-04 05:00:00,-2.43,0.0,4.9,11426.014,0.3
2024-02-04 05:15:00,-2.34,0.0,4.1,10663.735,0.3
2024-02-04 05:30:00,-0.64,0.0,3.3,9969.7,0.298
