Time,Temperature_C,Solar_W_m2,Wind_Speed_m_s,Price_CNY_kWh,Load_kW,Date,Day_Label,Day_Index
2023-01-30 10:00:00,4.7,1012.27,2.1,1.203,12742.39333,2023-01-30,3,29
2023-01-30 11:00:00,3.96,1150.07,5.3,1.201,16478.29667,2023-01-30,3,29
2023-01-30 12:00:00,10.22,1221.03,7.6,1.205,17174.12667,2023-01-30,3,29
2023-01-30 13:00:00,12.78,244.21,3.3,1.202,16742.05333,2023-01-30,3,29
2023-01-30 14:00:00,7.49,1150.07,8.9,1.202,15055.51333,2023-01-30,3,29
2023-01-30 15:00:00,5.25,1012.27,2.3,0.654,13925.82667,2023-01-30,3,29
2023-01-30 16:00:00,7.97,815.64,4.9,0.656,11417.64333,2023-01-30,3,29
2023-01-30 17:00:00,4.56,114.32,13.0,0.655,10063.49333,2023-01-30,3,29
2023-01-30 18:00:00,0.85,294.36,11.7,1.192,8063.463333,2023-01-30,3,29
2023-01-30 19:00:00,9.27,0.0,6.5,1.199,8759.763333,2023-01-30,3,29
2023-01-30 20:00:00,5.06,0.0,11.0,1.201,10632.74667,2023-01-30,3,29
2023-01-30 21:00:00,5.64,0.0,6.2,0.648,9679.986667,2023-01-30,3,29
2023-01-30 22:00:00,1.6,0.0,6.1,0.642,8344.586667,2023-01-30,3,29
2023-01-30 23:00:00,-0.85,0.0,5.0,0.3,8943.223333,2023-01-30,3,29
2023-01-31 00:00:00,1.59,0.0,9.3,0.306,8331.12,2023-01-31,3,30
2023-01-31 01:00:00,-1.0,0.0,4.4,0.296,8744.383333,2023-01-31,3,30
2023-01-31 02:00:00,-4.75,0.0,9.2,0.309,10166.94667,2023-01-31,3,30
2023-01-31 03:00:00,-1.97,0.0,0.9,0.297,12014.77,2023-01-31,3,30
2023-01-31 04:00:00,-1.76,0.0,0.5,0.292,12897.79,2023-01-31,3,30
2023-01-31 05:00:00,-0.9,0.0,4.5,0.305,11102.05333,2023-01-31,3,30
2023-01-31 06:00:00,0.12,0.0,5.5,0.305,9238.38,2023-01-31,3,30
2023-01-31 07:00:00,-1.37,293.56,5.3,0.643,9470.113333,2023-01-31,3,30
2023-01-31 08:00:00,1.21,570.05,8.8,0.647,8512.413333,2023-01-31,3,30
2023-01-31 09:00:00,4.61,813.42,9.9,0.65,10353.89,2023-01-31,3,30
2023-01-31 10:00:00,2.48,807.61,1.1,1.195,12914.22667,2023-01-31,3,30
2023-01-31 11:00:00,8.01,1146.94,6.8,1.207,15043.62,2023-01-31,3,30
2023-01-31 12:00:00,5.51,1217.7,10.3,1.191,17855.31,2023-01-31,3,30
2023-01-31 13:00:00,5.21,1217.7,9.6,1.199,18159.14333,2023-01-31,3,30
2023-01-31 14:00:00,7.53,917.55,6.5,1.205,14737.79333,2023-01-31,3,30
2023-01-31 15:00:00,9.53,807.61,2.3,0.648,12259.11,2023-01-31,3,30
2023-01-31 16:00:00,7.17,813.42,3.8,0.649,12282.52667,2023-01-31,3,30
2023-01-31 17:00:00,6.99,570.05,5.3,0.654,9436.626667,2023-01-31,3,30
2023-01-31 18:00:00,4.12,234.84,6.6,1.204,7161.666667,2023-01-31,3,30
2023-01-31 19:00:00,8.1,0.0,3.3,1.198,9003.49,2023-01-31,3,30
2023-01-31 20:00:00,1.7,0.0,11.0,1.207,11723.54,2023-01-31,3,30
2023-01-31 21:00:00,4.46,0.0,6.3,0.648,9535.086667,2023-01-31,3,30
2023-01-31 22:00:00,7.07,0.0,3.9,0.656,6738.376667,2023-01-31,3,30
2023-01-31 23:00:00,4.11,0.0,5.3,0.293,7472.306667,2023-01-31,3,30
2023-02-01 00:00:00,0.65,0.0,7.3,0.291,8681.886667,2023-02-01,3,31
2023-02-01 01:00:00,-3.02,0.0,5.0,0.301,9412.266667,2023-02-01,3,31
2023-02-01 02:00:00,-5.46,0.0,7.5,0.299,10414.82333,2023-02-01,3,31
2023-02-01 03:00:00,1.4,0.0,4.6,0.293,11410.06333,2023-02-01,3,31
2023-02-01 04:00:00,-1.04,0.0,3.0,0.298,11908.33,2023-02-01,3,31
2023-02-01 05:00:00,-0.71,0.0,2.8,0.294,10727.13333,2023-02-01,3,31
2023-02-01 06:00:00,1.79,0.0,3.0,0.307,8140.623333,2023-02-01,3,31
2023-02-01 07:00:00,-0.17,292.74,4.5,0.657,8587.016667,2023-02-01,3,31
2023-02-01 08:00:00,4.32,568.46,4.6,0.647,7059.973333,2023-02-01,3,31
2023-02-01 09:00:00,3.54,648.92,4.1,0.653,10661.25667,2023-02-01,3,31
2023-02-01 10:00:00,5.18,1006.7,5.0,1.198,12278.61667,2023-02-01,3,31
2023-02-01 11:00:00,7.31,1143.74,7.3,1.193,15991.07,2023-02-01,3,31
2023-02-01 12:00:00,6.01,242.86,5.0,1.209,17725.88,2023-02-01,3,31
2023-02-01 13:00:00,7.71,971.45,7.4,1.197,17250.36,2023-02-01,3,31
2023-02-01 14:00:00,13.52,1143.74,7.7,1.194,14014.34667,2023-02-01,3,31
2023-02-01 15:00:00,9.58,201.34,6.4,0.643,12561.13667,2023-02-01,3,31
2023-02-01 16:00:00,6.01,811.15,3.1,0.642,11634.27333,2023-02-01,3,31
2023-02-01 17:00:00,9.67,568.46,3.9,0.65,8174.696667,2023-02-01,3,31
2023-02-01 18:00:00,3.63,292.74,5.1,1.199,8161.64,2023-02-01,3,31
2023-02-01 19:00:00,7.14,0.0,4.0,1.206,8963.303333,2023-02-01,3,31
2023-02-01 20:00:00,5.88,0.0,4.0,1.192,10575.40667,2023-02-01,3,31
2023-02-01 21:00:00,4.86,0.0,9.4,0.645,9706.663333,2023-02-01,3,31
2023-02-01 22:00:00,0.24,0.0,3.3,0.654,8547.003333,2023-02-01,3,31
2023-02-01 23:00:00,1.51,0.0,4.4,0.303,8411.72,2023-02-01,3,31
2023-02-02 00:00:00,-0.79,0.0,3.0,0.29,9148.686667,2023-02-02,3,32
2023-02-02 01:00:00,-0.08,0.0,0.9,0.296,8890.603333,2023-02-02,3,32
2023-02-02 02:00:00,-1.59,0.0,5.9,0.308,9165.316667,2023-02-02,3,32
2023-02-02 03:00:00,-3.11,0.0,1.3,0.291,11608.67,2023-02-02,3,32
2023-02-02 04:00:00,-3.14,0.0,3.2,0.297,13058.86667,2023-02-02,3,32
2023-02-02 05:00:00,-1.94,0.0,3.2,0.309,11602.28333,2023-02-02,3,32
2023-02-02 06:00:00,-3.59,0.0,3.8,0.297,9791.836667,2023-02-02,3,32
2023-02-02 07:00:00,0.09,233.52,2.1,0.646,8798.793333,2023-02-02,3,32
2023-02-02 08:00:00,3.32,566.85,6.9,0.653,7980.51,2023-02-02,3,32
2023-02-02 09:00:00,7.39,808.84,3.1,0.659,8753.913333,2023-02-02,3,32
2023-02-02 10:00:00,8.12,1003.83,6.4,1.2,11349.13,2023-02-02,3,32
2023-02-02 11:00:00,3.11,228.1,4.6,1.195,16441.16667,2023-02-02,3,32
2023-02-02 12:00:00,9.42,1210.85,7.0,1.191,17811.09,2023-02-02,3,32
2023-02-02 13:00:00,3.86,242.17,3.4,1.196,17664.55333,2023-02-02,3,32
2023-02-02 14:00:00,7.95,912.39,7.4,1.193,14618.76333,2023-02-02,3,32
2023-02-02 15:00:00,9.16,1003.83,5.6,0.651,12731.12333,2023-02-02,3,32
2023-02-02 16:00:00,7.25,808.84,8.2,0.651,11287.76333,2023-02-02,3,32
2023-02-02 17:00:00,1.54,566.85,12.0,0.649,10707.27667,2023-02-02,3,32
2023-02-02 18:00:00,4.58,291.9,1.1,1.194,7634.893333,2023-02-02,3,32
2023-02-02 19:00:00,3.89,0.0,10.0,1.196,9534.033333,2023-02-02,3,32
2023-02-02 20:00:00,1.98,0.0,7.4,1.202,10743.87,2023-02-02,3,32
2023-02-02 21:00:00,5.77,0.0,10.5,0.648,9428.496667,2023-02-02,3,32
2023-02-02 22:00:00,7.55,0.0,9.2,0.644,6512.573333,2023-02-02,3,32
2023-02-02 23:00:00,-0.36,0.0,6.6,0.3,8832.45,2023-02-02,3,32
2023-02-03 00:00:00,0.04,0.0,3.7,0.302,8576.546667,2023-02-03,0,33
2023-02-03 01:00:00,-3.31,0.0,9.6,0.308,9782.656667,2023-02-03,0,33
2023-02-03 02:00:00,-0.83,0.0,6.9,0.299,8524.503333,2023-02-03,0,33
2023-02-03 03:00:00,-1.59,0.0,5.0,0.293,12243.21667,2023-02-03,0,33
2023-02-03 04:00:00,-0.17,0.0,3.4,0.307,11899.50667,2023-02-03,0,33
2023-02-03 05:00:00,0.26,0.0,8.3,0.302,10706.71667,2023-02-03,0,33
2023-02-03 06:00:00,-1.19,0.0,4.2,0.294,9231.783333,2023-02-03,0,33
2023-02-03 07:00:00,3.84,232.84,4.6,0.652,7641.9,2023-02-03,0,33
2023-02-03 08:00:00,2.05,565.2,4.2,0.653,7841.26,2023-02-03,0,33
2023-02-03 09:00:00,3.78,806.49,3.0,0.643,10046.44,2023-02-03,0,33
2023-02-03 10:00:00,3.37,1000.91,5.4,1.191,12393.88,2023-02-03,0,33
2023-02-03 11:00:00,7.35,1137.17,6.7,1.203,15910.37,2023-02-03,0,33
2023-02-03 12:00:00,3.36,1207.33,6.9,1.199,19345.17333,2023-02-03,0,33
2023-02-03 13:00:00,5.18,1207.33,10.3,1.198,18201.03333,2023-02-03,0,33
2023-02-03 14:00:00,10.74,909.73,9.5,1.193,14154.36333,2023-02-03,0,33
2023-02-03 15:00:00,9.16,200.18,6.1,0.654,13093.54,2023-02-03,0,33
2023-02-03 16:00:00,7.28,806.49,1.7,0.651,11698.35,2023-02-03,0,33
2023-02-03 17:00:00,8.93,565.2,5.3,0.651,9133.076667,2023-02-03,0,33
2023-02-03 18:00:00,6.26,232.84,7.0,1.197,7061.253333,2023-02-03,0,33
2023-02-03 19:00:00,6.74,0.0,8.6,1.203,9152.88,2023-02-03,0,33
2023-02-03 20:00:00,6.45,0.0,2.4,1.206,10204.61,2023-02-03,0,33
2023-02-03 21:00:00,1.88,0.0,5.8,0.647,10761.9,2023-02-03,0,33
2023-02-03 22:00:00,0.25,0.0,8.0,0.643,8282.41,2023-02-03,0,33
2023-02-03 23:00:00,3.3,0.0,3.2,0.298,7552.936667,2023-02-03,0,33
2023-02-04 00:00:00,1.11,0.0,3.2,0.295,8554.696667,2023-02-04,3,34
2023-02-04 01:00:00,-2.19,0.0,3.9,0.295,9649.933333,2023-02-04,3,34
2023-02-04 02:00:00,1.97,0.0,5.5,0.295,8316.843333,2023-02-04,3,34
2023-02-04 03:00:00,-0.61,0.0,3.0,0.291,11019.55667,2023-02-04,3,34
2023-02-04 04:00:00,-0.93,0.0,6.8,0.304,12733.02,2023-02-04,3,34
2023-02-04 05:00:00,-1.57,0.0,5.0,0.302,11211.15333,2023-02-04,3,34
2023-02-04 06:00:00,-0.33,0.0,1.7,0.298,9171.47,2023-02-04,3,34
2023-02-04 07:00:00,3.47,290.19,4.7,0.645,7917.473333,2023-02-04,3,34
2023-02-04 08:00:00,0.48,563.52,6.9,0.641,8619.433333,2023-02-04,3,34
2023-02-04 09:00:00,7.4,804.09,3.9,0.64,9399.84,2023-02-04,3,34
2023-02-04 10:00:00,8.27,798.35,2.1,1.202,11750.05333,2023-02-04,3,34
2023-02-04 11:00:00,2.25,907.03,7.6,1.191,17039.05333,2023-02-04,3,34
2023-02-04 12:00:00,8.02,1203.75,4.4,1.199,18472.62667,2023-02-04,3,34
2023-02-04 13:00:00,10.11,1203.75,5.3,1.194,16735.69,2023-02-04,3,34
2023-02-04 14:00:00,7.29,1133.79,5.6,1.208,14297.14667,2023-02-04,3,34
2023-02-04 15:00:00,7.1,199.59,2.3,0.652,13450.12,2023-02-04,3,34
2023-02-04 16:00:00,11.91,804.09,6.2,0.648,10309.36333,2023-02-04,3,34
2023-02-04 17:00:00,7.36,563.52,3.4,0.653,9619.806667,2023-02-04,3,34
2023-02-04 18:00:00,5.62,290.19,10.5,1.194,6832.026667,2023-02-04,3,34
2023-02-04 19:00:00,8.36,0.0,2.7,1.194,8611.493333,2023-02-04,3,34
2023-02-04 20:00:00,5.23,0.0,14.1,1.198,10581.25667,2023-02-04,3,34
2023-02-04 21:00:00,3.68,0.0,8.5,0.652,9804.833333,2023-02-04,3,34
2023-02-04 22:00:00,2.08,0.0,10.1,0.647,8327.196667,2023-02-04,3,34
2023-02-04 23:00:00,-1.05,0.0,4.8,0.308,8362.47,2023-02-04,3,34
2023-02-05 00:00:00,-0.73,0.0,10.1,0.302,9075.623333,2023-02-05,0,35
2023-02-05 01:00:00,1.39,0.0,7.0,0.307,8270.9,2023-02-05,0,35
2023-02-05 02:00:00,-1.63,0.0,6.9,0.305,8444.656667,2023-02-05,0,35
2023-02-05 03:00:00,2.1,0.0,6.1,0.293,10430.78333,2023-02-05,0,35
2023-02-05 04:00:00,-0.47,0.0,4.6,0.295,12811.94667,2023-02-05,0,35
2023-02-05 05:00:00,0.18,0.0,5.6,0.292,10896.01667,2023-02-05,0,35
2023-02-05 06:00:00,-0.74,0.0,10.0,0.293,8351.02,2023-02-05,0,35
2023-02-05 07:00:00,-0.86,57.86,3.7,0.658,9422.246667,2023-02-05,0,35
2023-02-05 08:00:00,-1.42,449.45,5.6,0.654,8768.633333,2023-02-05,0,35
2023-02-05 09:00:00,2.74,801.66,4.4,0.656,10197.77667,2023-02-05,0,35
2023-02-05 10:00:00,2.19,994.92,3.0,1.192,13381.07,2023-02-05,0,35
2023-02-05 11:00:00,7.37,226.07,2.7,1.198,15741.78667,2023-02-05,0,35
2023-02-05 12:00:00,5.12,1200.1,5.3,1.192,18669.83333,2023-02-05,0,35
2023-02-05 13:00:00,7.8,1200.1,5.5,1.206,17811.70333,2023-02-05,0,35
2023-02-05 14:00:00,9.72,226.07,1.8,1.196,13762.74667,2023-02-05,0,35
2023-02-05 15:00:00,8.4,994.92,9.8,0.647,13081.55,2023-02-05,0,35
2023-02-05 16:00:00,6.88,641.33,5.8,0.652,11813.20667,2023-02-05,0,35
2023-02-05 17:00:00,7.78,561.81,4.2,0.647,8442.72,2023-02-05,0,35
2023-02-05 18:00:00,9.78,289.31,4.8,1.192,5990.946667,2023-02-05,0,35
2023-02-05 19:00:00,9.26,0.0,2.8,1.203,8424.1,2023-02-05,0,35
2023-02-05 20:00:00,8.03,0.0,2.3,1.205,10492.55667,2023-02-05,0,35
2023-02-05 21:00:00,4.48,0.0,6.0,0.649,9348.12,2023-02-05,0,35
2023-02-05 22:00:00,6.55,0.0,6.1,0.641,6980.746667,2023-02-05,0,35
2023-02-05 23:00:00,2.69,0.0,4.1,0.298,8064.116667,2023-02-05,0,35
2023-02-06 00:00:00,-0.67,0.0,3.9,0.297,8541.753333,2023-02-06,3,36
2023-02-06 01:00:00,-1.18,0.0,1.5,0.302,9512.653333,2023-02-06,3,36
2023-02-06 02:00:00,4.43,0.0,7.9,0.309,7469.08,2023-02-06,3,36
2023-02-06 03:00:00,-1.41,0.0,6.2,0.301,11042.46667,2023-02-06,3,36
2023-02-06 04:00:00,-0.1,0.0,3.7,0.307,11783.79667,2023-02-06,3,36
2023-02-06 05:00:00,-2.8,0.0,6.1,0.291,11566.53,2023-02-06,3,36
2023-02-06 06:00:00,-0.34,0.0,4.2,0.308,9388.59,2023-02-06,3,36
2023-02-06 07:00:00,4.61,288.42,7.0,0.642,7408.646667,2023-02-06,3,36
2023-02-06 08:00:00,5.01,112.01,3.0,0.658,7394.43,2023-02-06,3,36
2023-02-06 09:00:00,6.04,799.18,5.5,0.647,9560.93,2023-02-06,3,36
2023-02-06 10:00:00,4.88,991.84,6.9,1.203,12275.56,2023-02-06,3,36
2023-02-06 11:00:00,4.6,1126.86,4.3,1.208,16356.43667,2023-02-06,3,36
2023-02-06 12:00:00,7.01,1196.39,3.3,1.206,18273.17,2023-02-06,3,36
2023-02-06 13:00:00,8.86,1196.39,7.3,1.196,16684.23667,2023-02-06,3,36
2023-02-06 14:00:00,9.82,901.49,5.1,1.209,14697.41,2023-02-06,3,36
2023-02-06 15:00:00,8.62,991.84,5.3,0.652,13160.50667,2023-02-06,3,36
2023-02-06 16:00:00,7.32,799.18,0.8,0.648,11770.96333,2023-02-06,3,36
2023-02-06 17:00:00,9.46,560.07,12.2,0.657,9174.74,2023-02-06,3,36
2023-02-06 18:00:00,4.21,288.42,8.1,1.194,7643.966667,2023-02-06,3,36
2023-02-06 19:00:00,4.24,0.0,6.4,1.203,10099.57333,2023-02-06,3,36
2023-02-06 20:00:00,6.61,0.0,10.5,1.194,11018.91333,2023-02-06,3,36
2023-02-06 21:00:00,0.63,0.0,7.2,0.659,11279.28333,2023-02-06,3,36
2023-02-06 22:00:00,3.53,0.0,2.8,0.657,7746.29,2023-02-06,3,36
2023-02-06 23:00:00,1.5,0.0,7.3,0.308,8423.373333,2023-02-06,3,36
2023-02-07 00:00:00,-3.14,0.0,7.5,0.307,9382.416667,2023-02-07,2,37
2023-02-07 01:00:00,-0.34,0.0,8.0,0.301,8404.003333,2023-02-07,2,37
2023-02-07 02:00:00,0.01,0.0,2.4,0.291,8752.613333,2023-02-07,2,37
2023-02-07 03:00:00,-1.39,0.0,2.0,0.302,11425.52667,2023-02-07,2,37
2023-02-07 04:00:00,0.66,0.0,12.6,0.304,11726.32333,2023-02-07,2,37
2023-02-07 05:00:00,-0.68,0.0,3.7,0.296,10829.83667,2023-02-07,2,37
2023-02-07 06:00:00,0.79,0.0,3.2,0.298,8938.74,2023-02-07,2,37
2023-02-07 07:00:00,0.79,287.51,12.0,0.651,8443.633333,2023-02-07,2,37
2023-02-07 08:00:00,1.4,558.31,7.9,0.642,8572.243333,2023-02-07,2,37
2023-02-07 09:00:00,3.01,637.33,2.6,0.648,10747.59,2023-02-07,2,37
2023-02-07 10:00:00,3.85,988.71,5.1,1.207,12515.81333,2023-02-07,2,37
2023-02-07 11:00:00,6.03,1123.31,3.2,1.207,16478.67667,2023-02-07,2,37
2023-02-07 12:00:00,9.93,1192.62,3.0,1.197,17097.49333,2023-02-07,2,37
2023-02-07 13:00:00,8.81,1192.62,5.4,1.204,16973.96,2023-02-07,2,37
2023-02-07 14:00:00,7.39,1123.31,4.5,1.207,14942.47333,2023-02-07,2,37
2023-02-07 15:00:00,8.52,988.71,8.1,0.65,12863.35333,2023-02-07,2,37
2023-02-07 16:00:00,5.41,796.66,3.3,0.648,12093.35333,2023-02-07,2,37
2023-02-07 17:00:00,8.51,558.31,3.9,0.648,9653.216667,2023-02-07,2,37
2023-02-07 18:00:00,7.03,287.51,0.6,1.197,6955.723333,2023-02-07,2,37
2023-02-07 19:00:00,5.46,0.0,13.5,1.194,9444.226667,2023-02-07,2,37
2023-02-07 20:00:00,6.39,0.0,9.8,1.209,10264.28667,2023-02-07,2,37
2023-02-07 21:00:00,4.6,0.0,10.0,0.642,9703.736667,2023-02-07,2,37
2023-02-07 22:00:00,4.67,0.0,7.1,0.647,7348.26,2023-02-07,2,37
2023-02-07 23:00:00,1.47,0.0,7.1,0.296,8068.403333,2023-02-07,2,37
2023-02-08 00:00:00,0.22,0.0,4.7,0.301,8707.476667,2023-02-08,3,38
2023-02-08 01:00:00,1.76,0.0,3.5,0.302,8719.406667,2023-02-08,3,38
2023-02-08 02:00:00,-0.04,0.0,3.8,0.309,9117.133333,2023-02-08,3,38
2023-02-08 03:00:00,0.45,0.0,4.7,0.299,11015.66667,2023-02-08,3,38
2023-02-08 04:00:00,2.61,0.0,7.5,0.306,11780.77667,2023-02-08,3,38
2023-02-08 05:00:00,2.39,0.0,5.6,0.297,10581.77,2023-02-08,3,38
2023-02-08 06:00:00,0.43,0.0,7.6,0.296,8834.32,2023-02-08,3,38
2023-02-08 07:00:00,-0.31,57.32,2.9,0.646,8677.41,2023-02-08,3,38
2023-02-08 08:00:00,3.74,556.52,5.5,0.66,7879.0,2023-02-08,3,38
2023-02-08 09:00:00,-0.16,794.1,2.9,0.647,11097.82333,2023-02-08,3,38
2023-02-08 10:00:00,0.72,985.54,4.5,1.196,13631.01667,2023-02-08,3,38
2023-02-08 11:00:00,3.13,1119.7,1.3,1.209,17151.68333,2023-02-08,3,38
2023-02-08 12:00:00,9.64,1188.79,6.1,1.208,17223.31667,2023-02-08,3,38
2023-02-08 13:00:00,6.73,1188.79,6.5,1.192,17483.30333,2023-02-08,3,38
2023-02-08 14:00:00,10.6,1119.7,5.7,1.208,14247.87,2023-02-08,3,38
2023-02-08 15:00:00,8.85,197.11,9.0,0.652,13012.11667,2023-02-08,3,38
2023-02-08 16:00:00,10.93,158.82,9.0,0.656,11471.04667,2023-02-08,3,38
2023-02-08 17:00:00,4.93,556.52,4.6,0.646,10037.52,2023-02-08,3,38
2023-02-08 18:00:00,8.21,229.27,5.9,1.192,7006.29,2023-02-08,3,38
2023-02-08 19:00:00,10.3,0.0,4.5,1.19,7875.406667,2023-02-08,3,38
2023-02-08 20:00:00,6.44,0.0,3.3,1.2,10428.04,2023-02-08,3,38
2023-02-08 21:00:00,4.55,0.0,8.7,0.655,9649.02,2023-02-08,3,38
2023-02-08 22:00:00,4.76,0.0,6.0,0.651,6962.913333,2023-02-08,3,38
2023-02-08 23:00:00,2.33,0.0,6.7,0.307,8070.296667,2023-02-08,3,38
2023-02-09 00:00:00,0.3,0.0,3.7,0.297,8973.2,2023-02-09,0,39
2023-02-09 01:00:00,0.39,0.0,11.5,0.299,8959.023333,2023-02-09,0,39
2023-02-09 02:00:00,-0.01,0.0,2.5,0.297,8841.893333,2023-02-09,0,39
2023-02-09 03:00:00,2.82,0.0,4.5,0.3,9945.94,2023-02-09,0,39
2023-02-09 04:00:00,0.91,0.0,5.7,0.306,12105.70667,2023-02-09,0,39
2023-02-09 05:00:00,-1.52,0.0,2.6,0.304,11728.29,2023-02-09,0,39
2023-02-09 06:00:00,-1.59,0.0,9.0,0.29,8506.546667,2023-02-09,0,39
2023-02-09 07:00:00,3.23,285.65,6.3,0.645,7872.976667,2023-02-09,0,39
2023-02-09 08:00:00,4.35,110.94,9.1,0.647,7119.99,2023-02-09,0,39
2023-02-09 09:00:00,3.45,791.51,3.9,0.652,10595.25667,2023-02-09,0,39
2023-02-09 10:00:00,3.98,982.32,6.9,1.204,12950.26667,2023-02-09,0,39
2023-02-09 11:00:00,6.95,1116.04,4.6,1.207,15793.96667,2023-02-09,0,39
2023-02-09 12:00:00,5.26,1184.9,3.0,1.191,18912.70333,2023-02-09,0,39
2023-02-09 13:00:00,12.81,1184.9,1.7,1.197,16421.14,2023-02-09,0,39
2023-02-09 14:00:00,12.79,892.83,4.3,1.193,14057.35667,2023-02-09,0,39
2023-02-09 15:00:00,11.14,196.46,1.7,0.646,12816.75667,2023-02-09,0,39
2023-02-09 16:00:00,6.89,791.51,4.3,0.645,11444.96667,2023-02-09,0,39
2023-02-09 17:00:00,9.3,443.76,5.6,0.648,8709.713333,2023-02-09,0,39
2023-02-09 18:00:00,7.7,285.65,2.4,1.198,6286.826667,2023-02-09,0,39
2023-02-09 19:00:00,7.44,0.0,5.3,1.203,9000.096667,2023-02-09,0,39
2023-02-09 20:00:00,5.29,0.0,6.9,1.202,10596.48333,2023-02-09,0,39
2023-02-09 21:00:00,3.55,0.0,5.2,0.644,9743.33,2023-02-09,0,39
2023-02-09 22:00:00,3.79,0.0,8.8,0.644,7908.083333,2023-02-09,0,39
2023-02-09 23:00:00,-1.9,0.0,12.5,0.297,9004.303333,2023-02-09,0,39
2023-02-10 00:00:00,-2.04,0.0,9.0,0.303,8692.91,2023-02-10,2,40
2023-02-10 01:00:00,-1.53,0.0,6.0,0.295,9125.453333,2023-02-10,2,40
2023-02-10 02:00:00,-1.2,0.0,3.5,0.308,8464.413333,2023-02-10,2,40
2023-02-10 03:00:00,3.84,0.0,6.9,0.302,9326.08,2023-02-10,2,40
2023-02-10 04:00:00,7.08,0.0,3.9,0.301,10087.19,2023-02-10,2,40
2023-02-10 05:00:00,-0.04,0.0,0.8,0.305,11045.26,2023-02-10,2,40
2023-02-10 06:00:00,2.97,0.0,1.4,0.291,7589.16,2023-02-10,2,40
2023-02-10 07:00:00,5.35,227.76,4.2,0.65,7067.41,2023-02-10,2,40
2023-02-10 08:00:00,6.14,552.85,1.8,0.643,6950.01,2023-02-10,2,40
2023-02-10 09:00:00,7.63,788.87,1.5,0.657,9425.246667,2023-02-10,2,40
2023-02-10 10:00:00,3.81,195.81,6.8,1.2,12718.74667,2023-02-10,2,40
2023-02-10 11:00:00,6.12,1112.32,3.8,1.204,16073.85667,2023-02-10,2,40
2023-02-10 12:00:00,8.37,1180.96,3.6,1.199,17745.92,2023-02-10,2,40
2023-02-10 13:00:00,8.05,1180.96,7.0,1.205,17831.50333,2023-02-10,2,40
2023-02-10 14:00:00,9.62,1112.32,3.6,1.208,14500.92333,2023-02-10,2,40
2023-02-10 15:00:00,7.56,979.05,6.5,0.648,13276.44667,2023-02-10,2,40
2023-02-10 16:00:00,11.09,788.87,7.9,0.649,10698.74,2023-02-10,2,40
2023-02-10 17:00:00,9.38,110.57,2.4,0.645,8115.833333,2023-02-10,2,40
2023-02-10 18:00:00,7.71,284.7,0.4,1.191,6629.15,2023-02-10,2,40
2023-02-10 19:00:00,8.46,0.0,6.3,1.2,8655.373333,2023-02-10,2,40
2023-02-10 20:00:00,5.78,0.0,10.1,1.193,9906.953333,2023-02-10,2,40
2023-02-10 21:00:00,4.45,0.0,3.3,0.656,9757.93,2023-02-10,2,40
2023-02-10 22:00:00,5.98,0.0,3.6,0.657,7231.11,2023-02-10,2,40
2023-02-10 23:00:00,-1.39,0.0,6.0,0.301,8866.23,2023-02-10,2,40
2023-02-11 00:00:00,3.38,0.0,1.4,0.297,7894.626667,2023-02-11,3,41
2023-02-11 01:00:00,-0.7,0.0,4.6,0.297,9363.733333,2023-02-11,3,41
2023-02-11 02:00:00,-0.48,0.0,9.8,0.307,8846.936667,2023-02-11,3,41
2023-02-11 03:00:00,-0.53,0.0,5.9,0.3,11588.18,2023-02-11,3,41
2023-02-11 04:00:00,1.63,0.0,1.7,0.294,11494.75333,2023-02-11,3,41
2023-02-11 05:00:00,-1.6,0.0,2.8,0.299,11697.38,2023-02-11,3,41
2023-02-11 06:00:00,0.52,0.0,5.6,0.301,8214.903333,2023-02-11,3,41
2023-02-11 07:00:00,4.66,283.73,3.8,0.649,7087.43,2023-02-11,3,41
2023-02-11 08:00:00,3.43,550.98,5.4,0.652,7546.78,2023-02-11,3,41
2023-02-11 09:00:00,2.84,786.2,8.8,0.655,10668.16,2023-02-11,3,41
2023-02-11 10:00:00,6.54,975.73,8.9,1.193,12156.72,2023-02-11,3,41
2023-02-11 11:00:00,1.45,1108.56,7.1,1.208,17404.81,2023-02-11,3,41
2023-02-11 12:00:00,6.41,1176.96,4.9,1.194,18292.9,2023-02-11,3,41
2023-02-11 13:00:00,9.13,1176.96,2.3,1.192,16663.70333,2023-02-11,3,41
2023-02-11 14:00:00,11.63,1108.56,5.8,1.207,13654.77,2023-02-11,3,41
2023-02-11 15:00:00,8.56,975.73,2.9,0.657,13350.28333,2023-02-11,3,41
2023-02-11 16:00:00,9.47,786.2,3.7,0.655,10379.93667,2023-02-11,3,41
2023-02-11 17:00:00,8.69,110.2,1.5,0.653,8282.55,2023-02-11,3,41
2023-02-11 18:00:00,6.79,226.99,4.4,1.204,6749.403333,2023-02-11,3,41
2023-02-11 19:00:00,5.12,0.0,0.6,1.195,9069.44,2023-02-11,3,41
2023-02-11 20:00:00,5.14,0.0,4.9,1.196,10397.96,2023-02-11,3,41
2023-02-11 21:00:00,3.94,0.0,8.0,0.65,10346.48667,2023-02-11,3,41
2023-02-11 22:00:00,5.71,0.0,9.3,0.654,7430.783333,2023-02-11,3,41
2023-02-11 23:00:00,2.57,0.0,2.5,0.291,8154.476667,2023-02-11,3,41
